D9 D6 0 3 172 156 640 468
D6 D4 0 2 156 125 499 343
D4 D5 0 -1 125 125 593 468
D5 Return -2 -7 125 110 951 826
Return LShiftKey -1 12 110 452 101151 101041
LShiftKey I 2 -8 452 110 296 -156
I Space -3 4 110 187 328 218
Space A 2 3 187 124 952 765
A M -1 -6 124 156 140 16
M Space -1 3 156 172 312 156
Space H 2 -2 172 125 1092 920
H O 1 -3 125 124 328 203
O N -2 3 124 140 296 172
N O 2 -3 140 141 296 156
O R 0 5 141 125 453 312
R E 0 1 125 140 343 218
E D -1 0 140 156 234 94
D Space -2 -1 156 172 312 156
Space T 3 -1 172 125 1856 1684
T O 0 -4 125 109 94 -31
O Space -3 5 109 171 281 172
Space B 1 -1 171 203 390 219
B E 2 2 203 125 499 296
E Space -3 -1 125 250 156 31
Space W 3 2 250 140 2543 2293
W I 0 -6 140 156 125 -15
I T 0 3 156 140 343 187
T H -1 -1 140 109 156 16
H Space -2 2 109 187 234 125
Space Y 3 -2 187 156 265 78
Y O 0 -3 156 156 172 16
O U 0 2 156 125 265 109
U Space -3 3 125 156 265 140
Space T 3 -1 156 109 125 -31
T O 0 -4 109 188 249 140
O D -1 6 188 125 453 265
D A 0 2 125 172 218 93
A Y 1 -5 172 93 250 78
Y Space -3 2 93 187 296 203
Space A 2 3 187 156 1186 999
A T 1 -4 156 141 171 15
T Space -3 1 141 187 344 203
Space Y 3 -2 187 203 249 62
Y O 0 -3 203 156 234 31
O U 0 2 156 156 281 125
U R 0 3 156 141 265 109
R Space -3 0 141 187 172 31
Space C 1 1 187 124 827 640
C O 2 -6 124 125 218 94
O M -2 2 125 156 281 156
M M 0 0 156 187 203 47
M E 2 4 187 125 187 0
E N -2 -3 125 156 171 46
N C 0 3 156 141 780 624
C E 2 0 141 109 687 546
E M -2 -4 109 125 296 187
M E 2 4 125 140 141 16
E N -2 -3 140 141 124 -16
N T 2 1 141 109 219 78
T Space -3 1 109 187 156 47
Space S 2 2 187 124 437 250
S P 1 -8 124 110 280 156
P E 0 7 110 78 266 156
E E 0 0 78 124 156 78
E C -2 0 124 124 234 110
C H 1 -3 124 140 265 141
H Back 2 -7 140 125 1653 1513
Back Back 0 0 125 141 203 78
Back Back 0 0 141 140 203 62
Back Back 0 0 140 140 203 63
Back Back 0 0 140 172 187 47
Back Back 0 0 172 109 390 218
Back F -2 9 109 109 780 671
F R 1 0 109 110 218 109
R O 0 -5 110 93 141 31
O M -2 2 93 94 296 203
M Space -1 3 94 140 219 125
Space O 3 -5 140 94 280 140
O P 0 -1 94 94 0 -94
P N -2 4 94 63 468 374
N Back 3 -7 63 109 1763 1700
Back Back 0 0 109 156 203 94
Back N -3 7 156 109 827 671
N E 2 3 109 124 125 16
E Space -3 -1 124 124 156 32
Space O 3 -5 124 156 312 188
O F -1 5 156 141 436 280
F Space -2 0 141 94 234 93
Space T 3 -1 94 141 78 -16
T H -1 -1 141 140 188 47
H E 1 3 140 203 202 62
E Space -3 -1 203 188 234 31
Space F 2 0 188 125 531 343
F I 1 -4 125 125 327 202
I N -2 2 125 156 281 156
N E 2 3 156 125 250 94
E S -1 1 125 140 234 109
S T 1 -3 140 156 312 172
T Space -3 1 156 171 390 234
Space U 3 -3 171 124 359 188
U N -2 1 124 140 265 141
N I 2 -2 140 156 327 187
I V -2 4 156 124 344 188
V E 2 1 124 156 234 110
E R 0 -1 156 125 296 140
R S -1 2 125 172 421 296
S I 1 -6 172 172 421 249
I T 0 3 172 141 203 31
T I 0 -3 141 156 125 -16
I E 0 5 156 187 172 16
E S -1 1 187 140 296 109
S Space -2 -2 140 141 296 156
Space I 3 -4 141 156 1654 1513
I N -2 2 156 124 328 172
N Space -1 2 124 171 234 110
Space T 3 -1 171 141 171 0
T H -1 -1 141 124 141 0
H E 1 3 124 124 390 266
E Space -3 -1 124 187 156 32
Space W 3 2 187 141 249 62
W O 0 -7 141 171 172 31
O R 0 5 171 110 249 78
R L -1 -5 110 172 546 436
L D 0 6 172 125 297 125
D Space -2 -1 125 172 218 93
Space Back 4 -9 172 109 5117 4945
Back OemPeriod -3 4 109 202 453 344
OemPeriod Space -1 5 202 156 826 624
Space LShiftKey 1 4 156 359 297 141
LShiftKey I 2 -8 359 110 249 -110
I Space -3 4 110 140 297 187
Space N 1 -2 140 156 203 63
N E 2 3 156 202 156 0
E V -2 -1 202 140 421 219
V E 2 1 140 219 249 109
E R 0 -1 219 156 312 93
R Space -3 0 156 203 203 47
Space G 2 -1 203 156 250 47
G R 1 1 156 156 234 78
R A -1 3 156 156 390 234
A D 0 -2 156 47 405 249
D D 0 0 47 156 172 125
D U 1 -4 156 124 250 94
U Back 1 -6 124 94 2121 1997
Back Back 0 0 94 141 187 93
Back U -1 6 141 156 1420 1279
U A -1 6 156 141 140 -16
A T 1 -4 141 156 281 140
T E 0 2 156 141 109 -47
E D -1 0 141 140 219 78
D Space -2 -1 140 140 156 16
Space F 2 0 140 125 4664 4524
F R 1 0 125 124 219 94
R O 0 -5 124 109 187 63
O M -2 2 109 125 265 156
M Space -1 3 125 171 250 125
Space C 1 1 171 188 202 31
C O 2 -6 188 140 188 0
O L -1 0 140 78 265 125
L L 0 0 78 109 140 62
L E 1 6 109 140 125 16
E G -1 -2 140 156 343 203
G E 1 2 156 125 125 -31
E Oemcomma -2 -5 125 110 2168 2043
Oemcomma Back 3 -5 110 109 1061 951
Back OemPeriod -3 4 109 109 390 281
OemPeriod Space -1 5 109 172 312 203
Space LShiftKey 1 4 172 250 156 -16
LShiftKey T 2 -5 250 141 265 15
T R 0 1 141 156 203 62
R U 0 -3 156 141 499 343
U T 0 2 141 94 234 93
T H -1 -1 94 125 125 31
H Space -2 2 125 172 3853 3728
Space B 1 -1 172 110 624 452
B E 2 2 110 156 219 109
E Space -3 -1 156 188 171 15
Space T 3 -1 188 156 172 -16
T O 0 -4 156 156 218 62
O L -1 0 156 203 250 94
L D 0 6 203 156 187 -16
D Oemcomma -1 -5 156 141 1981 1825
Oemcomma Space -1 4 141 156 297 156
Space T 3 -1 156 124 125 -31
T H -1 -1 124 94 171 47
H I 1 -2 94 187 219 125
I S -1 6 187 156 202 15
S Space -2 -2 156 125 172 16
Space I 3 -4 125 124 328 203
I S -1 6 124 156 109 -15
S Space -2 -2 156 203 218 62
Space T 3 -1 203 141 156 -47
T H -1 -1 141 141 156 15
H E 1 3 141 188 109 -32
E Space -3 -1 188 156 203 15
Space C 1 1 156 109 281 125
C L 1 -6 109 172 156 47
L O 1 0 172 156 265 93
O S -1 7 156 218 141 -15
