D9 D2 0 7 0 78 717 717
D2 D7 0 -5 78 62 250 172
D7 D3 0 4 62 78 359 297
D3 LShiftKey -3 3 78 94 45801 45723
LShiftKey M 0 -7 94 32 0 -94
M Y 2 1 32 78 203 171
Y Space -3 2 78 62 219 141
Space T 3 -1 62 94 530 468
T H -1 -1 94 156 109 15
H I 1 -2 156 93 94 -62
I R 0 4 93 78 187 94
R D -1 1 78 93 250 172
D Space -2 -1 93 63 124 31
Space S 2 2 63 78 234 171
S T 1 -3 78 78 188 110
T I 0 -3 78 94 140 62
I R 0 4 94 109 172 78
R Y 0 -2 109 78 140 31
Y Space -3 2 78 78 203 125
Space Z 1 3 78 140 1872 1794
Z Back 3 -12 140 62 1357 1217
Back Back 0 0 62 63 296 234
Back Back 0 0 63 78 156 93
Back Back 0 0 78 93 141 63
Back Back 0 0 93 78 171 78
Back Back 0 0 78 63 156 78
Back Back 0 0 63 62 172 109
Back Back 0 0 62 78 140 78
Back Back 0 0 78 62 219 141
Back Back 0 0 62 109 156 94
Back Back 0 0 109 109 187 78
Back Back 0 0 109 78 234 125
Back Back 0 0 78 78 187 109
Back Back 0 0 78 78 187 109
Back Back 0 0 78 63 203 125
Back Back 0 0 63 78 187 124
Back Back 0 0 78 31 266 188
Back LShiftKey -3 13 31 250 4539 4508
LShiftKey M 0 -7 250 78 125 -125
M Back 3 -6 78 93 2637 2559
Back LShiftKey -3 13 93 499 889 796
LShiftKey M 0 -7 499 109 234 -265
M Y 2 1 109 109 452 343
Y Back 1 -7 109 78 1170 1061
Back Back 0 0 78 93 172 94
Back Capital -2 13 93 109 234 141
Capital LShiftKey -1 0 109 312 702 593
LShiftKey M 0 -7 312 110 171 -141
M Y 2 1 110 63 827 717
Y Space -3 2 63 46 219 156
Space T 3 -1 46 78 140 94
T H -1 -1 78 156 94 16
H I 1 -2 156 62 140 -16
I R 0 4 62 78 187 125
R D -1 1 78 47 406 328
D Space -2 -1 47 63 171 124
Space S 2 2 63 94 172 109
S T 1 -3 94 93 250 156
T R 0 1 93 78 343 250
R Y 0 -2 78 78 140 62
Y Space -3 2 78 63 234 156
Space Back 4 -9 63 63 1435 1372
Back Back 0 0 63 62 172 109
Back Back 0 0 62 62 156 94
Back Back 0 0 62 78 187 125
Back T -1 8 78 78 1123 1045
T O 0 -4 78 78 141 63
O R 0 5 78 94 343 265
R Y 0 -2 94 62 94 0
Y Space -3 2 62 78 187 125
Space I 3 -4 78 78 624 546
I S -1 6 78 78 234 156
S Space -2 -2 78 93 47 -31
Space B 1 -1 93 62 234 141
B Back 3 -8 62 109 1263 1201
Back A -2 12 109 141 1045 936
A B -1 -4 141 62 141 0
B I 2 -3 62 47 265 203
I U 0 1 47 78 827 780
U T 0 2 78 109 109 31
T Space -3 1 109 47 1638 1529
Space Back 4 -9 47 62 874 827
Back Back 0 0 62 62 187 125
Back Back 0 0 62 62 156 94
Back Back 0 0 62 93 234 172
Back O -1 4 93 62 702 609
O U 0 2 62 78 405 343
U T 0 2 78 109 94 16
T Space -3 1 109 62 172 63
Space D 2 1 62 93 312 250
D E 1 0 93 78 171 78
E A -1 2 78 94 234 156
A T 1 -4 94 63 109 15
T H -1 -1 63 93 188 125
H OemPeriod -1 -3 93 78 1076 983
OemPeriod Return 1 -3 78 78 546 468
Return LShiftKey -1 12 78 374 2262 2184
LShiftKey W 2 -2 374 94 265 -109
W H -1 -4 94 63 312 218
H E 1 3 63 109 172 109
E N -2 -3 109 46 125 16
N Space -1 2 46 78 140 94
Space I 3 -4 78 47 234 156
I Space -3 4 47 47 577 530
Space W 3 2 47 78 265 218
W Back 1 -11 78 78 874 796
Back Back 0 0 78 109 156 78
Back Back 0 0 109 125 343 234
Back LShiftKey -3 13 125 265 312 187
LShiftKey I 2 -8 265 62 203 -62
I Space -3 4 62 78 234 172
Space W 3 2 78 94 62 -16
W A -1 1 94 156 203 109
A S 0 -1 156 156 78 -78
S Space -2 -2 156 93 141 -15
Space D1 4 3 93 125 405 312
D1 D7 0 -6 125 63 109 -16
D7 Oemcomma -3 -1 63 94 484 421
Oemcomma Space -1 4 94 47 265 171
Space LShiftKey 1 4 47 187 780 733
LShiftKey I 2 -8 187 62 63 -124
I Space -3 4 62 94 202 140
Space R 3 0 94 124 188 94
R E 0 1 124 141 46 -78
E A -1 2 141 93 266 125
A D 0 -2 93 47 202 109
D Space -2 -1 47 78 94 47
Space A 2 3 78 125 78 0
A Space -2 -3 125 62 125 0
Space Q 3 3 62 109 265 203
Q U 0 -6 109 109 109 0
U O 0 -2 109 78 390 281
O T 0 4 78 78 172 94
T E 0 2 78 93 156 78
E T 0 -2 93 78 4555 4462
T H -1 -1 78 93 125 47
H A 0 5 93 110 249 156
A T 1 -4 110 93 266 156
T Space -3 1 93 78 124 31
Space W 3 2 78 156 344 266
W E 0 -1 156 140 62 -94
E B -2 -2 140 31 187 47
B Back 3 -8 31 94 827 796
Back N -3 7 94 109 359 265
N T 2 1 109 109 125 16
T Space -3 1 109 78 171 62
Space Left 0 -7 78 843 1513 1435
Left Right 0 -2 843 140 1124 281
Right Right 0 0 140 78 280 140
Right Space 0 9 78 156 203 125
Space Right 0 -9 156 110 187 31
Right Right 0 0 110 952 203 93
Right S 2 11 952 171 1857 905
S I 1 -6 171 32 124 -47
I Back 1 -5 32 109 905 873
Back O -1 4 109 94 390 281
O M -2 2 94 78 281 187
M E 2 4 78 125 140 62
E T 0 -2 125 109 203 78
T H -1 -1 109 125 78 -31
H I 1 -2 125 78 63 -62
I N -2 2 78 125 218 140
N G 1 1 125 93 94 -31
G Space -2 1 93 78 624 531
Space L 2 -5 78 62 920 842
L I 1 1 62 62 203 141
I K -1 0 62 62 203 141
K E 1 5 62 93 109 47
E Space -3 -1 93 47 109 16
Space T 3 -1 47 94 156 109
T H -1 -1 94 156 109 15
H I 1 -2 156 93 94 -62
I S -1 6 93 93 156 63
S LShiftKey -1 2 93 842 1139 1046
LShiftKey Oem1 1 -10 842 78 187 -655
Oem1 Oem7 0 -1 78 109 452 374
Oem7 Left -2 0 109 109 2106 1997
Left Space 0 7 109 110 343 234
Space Right 0 -9 110 109 188 78
Right LShiftKey 1 13 109 343 3276 3167
LShiftKey I 2 -8 343 94 202 -141
I F -1 4 94 125 312 218
F Space -2 0 125 93 110 -15
Space Y 3 -2 93 109 187 94
Y O 0 -3 109 94 171 62
O U 0 2 94 47 250 156
U Space -3 3 47 47 187 140
Space L 2 -5 47 62 219 172
L I 1 1 62 62 234 172
I V -2 4 62 63 124 62
V E 2 1 63 140 141 78
E Space -3 -1 140 63 140 0
Space E 3 1 63 78 234 171
E A -1 2 78 93 219 141
A C -1 -2 93 93 234 141
C H 1 -3 93 78 156 63
H Space -2 2 78 109 171 93
Space D 2 1 109 93 141 32
D A 0 2 93 125 202 109
A Y 1 -5 125 78 78 -47
Y Space -3 2 78 94 172 94
Space A 2 3 94 140 125 31
A S 0 -1 140 141 62 -78
S Space -2 -2 141 78 187 46
Space I 3 -4 78 93 1280 1202
I F -1 4 93 125 124 31
F Space -2 0 125 110 156 31
Space I 3 -4 110 93 422 312
I T 0 3 93 63 124 31
T Space -3 1 63 78 156 93
Space W 3 2 78 78 141 63
W A -1 1 78 125 218 140
A S 0 -1 125 140 63 -62
S Space -2 -2 140 78 187 47
Space Y 3 -2 78 110 171 93
Y O 0 -3 110 94 125 15
O U 0 2 94 78 250 156
U R 0 3 78 125 140 62
R Space -3 0 125 93 2044 1919
Space L 2 -5 93 109 452 359
L A 0 8 109 140 125 16
A S 0 -1 140 109 31 -109
S T 1 -3 109 94 281 172
T Oemcomma -2 -3 94 93 203 109
Oemcomma Space -1 4 93 63 842 749
Space S 2 2 63 109 484 421
S O 1 -7 109 78 93 -16
O M -2 2 78 93 188 110
M E 2 4 93 63 93 0
E D -1 0 63 110 187 124
D A 0 2 110 109 203 93
A Y 1 -5 109 94 125 16
Y Space -3 2 94 78 1872 1778
Space Y 3 -2 78 125 390 312
Y O 0 -3 125 109 125 0
O U 0 2 109 47 249 140
U Oem7 -1 -4 47 62 500 453
Oem7 L 0 2 62 31 312 250
L L 0 0 31 63 124 93
L Space -2 5 63 31 219 156
Space M 1 -3 31 172 171 140
M O 2 -2 172 124 110 -62
O S -1 7 124 47 140 16
S T 1 -3 47 94 156 109
T Space -3 1 94 63 109 15
Space C 1 1 63 110 187 124
C E 2 0 110 172 203 93
E R 0 -1 172 109 78 -94
R T 0 -1 109 62 203 94
T A -1 4 62 124 250 188
A I 1 -7 124 78 62 -62
I N -2 2 78 78 140 62
N L 1 -3 78 63 234 156
L Y 1 3 63 94 94 31
Y Space -3 2 94 110 140 46
Space B 1 -1 110 78 203 93
B E 2 2 78 110 109 31
E Space -3 -1 110 109 125 15
Space R 3 0 109 94 125 16
R I 0 -4 94 109 359 265
I G -1 3 109 109 125 16
G H 0 -1 109 78 109 0
H T 1 1 78 109 109 31
T OemPeriod -2 -4 109 63 2402 2293
OemPeriod LShiftKey 0 9 63 296 188 125
LShiftKey Oem7 1 -11 296 109 140 -156
Oem7 Space -2 7 109 47 374 265
Space LShiftKey 1 4 47 249 1311 1264
LShiftKey I 2 -8 249 47 187 -62
I T 0 3 47 109 203 156
T Space -3 1 109 93 125 16
Space A 2 3 93 47 249 156
A Oemplus 2 -11 47 124 375 328
Oemplus Back 0 -1 124 109 936 812
Back Back 0 0 109 297 124 15
Back M -3 6 297 93 921 624
M A 1 6 93 62 109 16
A D 0 -2 62 93 250 188
D E 1 0 93 109 171 78
E Space -3 -1 109 78 94 -15
Space A 2 3 78 125 156 78
A N -1 -5 125 63 62 -63
N Space -1 2 63 62 172 109
Space I 3 -4 62 140 203 141
I M -2 1 140 109 93 -47
M P 2 -3 109 109 234 125
P R 0 6 109 125 125 16
R E 0 1 125 140 94 -31
E S -1 1 140 16 327 187
S S 0 0 16 78 78 62
S S 0 0 78 78 187 109
S I 1 -6 78 156 32 -46
I O 0 -1 156 109 93 -63
O N -2 3 109 93 250 141
N Space -1 2 93 78 187 94
Space Left 0 -7 78 78 2964 2886
Left Left 0 0 78 47 187 109
Left Left 0 0 47 47 156 109
Left Left 0 0 47 63 156 109
Left Left 0 0 63 93 219 156
Left Back 4 -2 93 78 686 593
Back Right -4 0 78 32 530 452
Right Right 0 0 32 78 234 202
Right Right 0 0 78 78 172 94
Right Right 0 0 78 62 172 94
Right Right 0 0 62 62 187 125
Right O 3 4 62 63 1076 1014
O N -2 3 63 78 172 109
N Space -1 2 78 109 156 78
Space M 1 -3 109 125 140 31
M E 2 4 125 109 172 47
E Oemcomma -2 -5 109 62 1903 1794
Oemcomma Space -1 4 62 63 187 125
Space A 2 3 63 94 109 46
A N -1 -5 94 62 110 16
N D 1 3 62 94 124 62
D Space -2 -1 94 63 78 -16
Space S 2 2 63 125 125 62
S I 1 -6 125 78 265 140
I N -2 2 78 93 188 110
N C 0 3 93 78 171 78
C E 2 0 78 124 63 -15
E Space -3 -1 124 93 156 32
Space T 3 -1 93 78 140 47
T H -1 -1 78 62 78 0
H E 1 3 62 93 94 32
E N -2 -3 93 62 109 16
N Oemcomma 0 -2 62 78 1435 1373
Oemcomma Space -1 4 78 78 203 125
Space F 2 0 78 109 234 156
F R 1 0 109 94 249 140
R Space -3 0 94 109 172 78
Space Back 4 -9 109 62 1326 1217
Back Back 0 0 62 110 140 78
Back O -1 4 110 109 453 343
O T 0 4 109 109 156 47
T Space -3 1 109 62 125 16
Space T 3 -1 62 63 124 62
T Oemplus 1 -7 63 109 422 359
Oemplus Oemplus 0 0 109 93 312 203
Oemplus Back 0 -1 93 63 748 655
Back Back 0 0 63 78 188 125
Back Back 0 0 78 63 171 93
Back Back 0 0 63 47 172 109
Back Back 0 0 47 109 156 109
Back R -1 9 109 109 749 640
R Space -3 0 109 94 171 62
Space T 3 -1 94 109 78 -16
T H -1 -1 109 94 78 -31
H E 1 3 94 109 141 47
E Space -3 -1 109 78 93 -16
Space P 3 -6 78 93 3464 3386
P A -1 9 93 141 171 78
A S 0 -1 141 156 47 -94
S T 1 -3 156 94 343 187
T Space -3 1 94 78 125 31
Space D3 4 1 78 93 2824 2746
D3 D3 0 0 93 109 171 78
D3 Space -4 -1 109 78 297 188
Space Y 3 -2 78 109 405 327
Y E 0 3 109 93 94 -15
E A -1 2 93 94 187 94
A R 1 -3 94 63 187 93
R S -1 2 63 141 187 124
S Oemcomma -1 -6 141 62 188 47
Oemcomma Space -1 4 62 63 249 187
Space LShiftKey 1 4 63 265 1997 1934
LShiftKey I 2 -8 265 78 156 -109
I Space -3 4 78 78 218 140
Space H 2 -2 78 109 141 63
H A 0 5 109 125 78 -31
A V -1 -3 125 78 187 62
V E 2 1 78 124 94 16
E Space -3 -1 124 109 78 -46
Space K 2 -4 109 63 280 171
K Back 2 -5 63 78 780 717
Back L -2 4 78 46 344 266
L O 1 0 46 47 202 156
O O 0 0 47 156 172 125
O K -1 1 156 140 78 -78
K E 1 5 140 78 109 -31
E D -1 0 78 94 187 109
D Space -2 -1 94 62 63 -31
Space I 3 -4 62 125 187 125
I N -2 2 125 94 62 -63
N Space -1 2 94 109 188 94
Space T 3 -1 109 93 78 -31
T H -1 -1 93 62 109 16
H E 1 3 62 94 93 31
E Space -3 -1 94 62 94 0
Space M 1 -3 62 140 234 172
M I 2 -1 140 124 94 -46
I R 0 4 124 78 171 47
R R 0 0 78 93 172 94
R O 0 -5 93 78 93 0
O R 0 5 78 94 125 47
R Space -3 0 94 78 3448 3354
Space E 3 1 78 78 249 171
E V -2 -1 78 78 203 125
V E 2 1 78 188 187 109
E R 0 -1 188 125 78 -110
R Y 0 -2 125 78 110 -15
Y Space -3 2 78 78 171 93
Space M 1 -3 78 46 219 141
M N 0 1 46 31 15 -31
N O 2 -3 31 0 219 188
O Back 1 -4 0 47 514 514
Back Back 0 0 47 78 172 125
Back Back 0 0 78 94 218 140
Back M -3 6 94 32 702 608
M O 2 -2 32 78 156 124
O R 0 5 78 78 125 47
R N -2 -2 78 78 141 63
N I 2 -2 78 125 171 93
I N -2 2 125 109 125 0
N G 1 1 109 78 125 16
G Space -2 1 78 94 109 31
Space A 2 3 94 93 172 78
A N -1 -5 93 62 109 16
N D 1 3 62 109 125 63
D Space -2 -1 109 93 156 47
Space A 2 3 93 125 1747 1654
A S 0 -1 125 140 31 -94
S K 0 -6 140 125 343 203
K E 1 5 125 78 109 -16
E D -1 0 78 124 188 110
D Space -2 -1 124 47 93 -31
Space M 1 -3 47 63 187 140
M Y 2 1 63 78 203 140
Y S -1 4 78 93 141 63
S E 1 -1 93 125 187 94
E L -1 -6 125 62 187 62
L F 0 5 62 110 140 78
F LShiftKey -1 4 110 327 375 265
LShiftKey Oem1 1 -10 327 78 203 -124
Oem1 Space -2 6 78 78 1170 1092
Space LShiftKey 1 4 78 952 280 202
LShiftKey Oem7 1 -11 952 93 375 -577
Oem7 I 1 3 93 63 483 390
I F -1 4 63 109 266 203
F Space -2 0 109 78 93 -16
Space T 3 -1 78 109 156 78
T O 0 -4 109 78 219 110
O D -1 6 78 62 234 156
D A 0 2 62 125 218 156
A Y 1 -5 125 93 94 -31
Y Space -3 2 93 109 234 141
Space W 3 2 109 187 998 889
W E 0 -1 187 125 78 -109
E R 0 -1 125 156 218 93
R E 0 1 156 125 94 -62
E Space -3 -1 125 109 78 -47
Space T 3 -1 109 93 94 -15
T H -1 -1 93 78 78 -15
H E 1 3 78 109 93 15
E Space -3 -1 109 140 47 -62
Space L 2 -5 140 94 265 125
L A 0 8 94 156 109 15
A S 0 -1 156 125 47 -109
S T 1 -3 125 94 265 140
T Space -3 1 94 93 141 47
Space D 2 1 93 109 156 63
D A 0 2 109 109 203 94
A Y 1 -5 109 94 140 31
Y Space -3 2 94 125 187 93
Space O 3 -5 125 94 359 234
O F -1 5 94 125 187 93
F Space -2 0 125 63 234 109
Space M 1 -3 63 93 796 733
M Y 2 1 93 62 234 141
Y Space -3 2 62 109 140 78
Space L 2 -5 109 94 265 156
L I 1 1 94 78 234 140
I F -1 4 78 94 172 94
F E 1 1 94 109 187 93
E Oemcomma -2 -5 109 93 141 32
Oemcomma Space -1 4 93 62 234 141
Space W 3 2 62 109 4071 4009
W H -1 -4 109 125 203 94
H A 0 5 125 125 109 -16
A T 1 -4 125 63 156 31
T Space -3 1 63 125 156 93
Space W 3 2 125 94 156 31
W U 0 -5 94 62 515 421
U K -1 -1 62 110 296 234
K D 0 5 110 125 172 62
D Space -2 -1 125 32 140 15
Space Back 4 -9 32 78 1794 1762
Back Back 0 0 78 78 172 94
Back Back 0 0 78 62 172 94
Back Back 0 0 62 63 202 140
Back O -1 4 63 78 687 624
O U 0 2 78 47 218 140
U L -1 -2 47 78 265 218
L D 0 6 78 109 188 110
D Space -2 -1 109 94 93 -16
Space LShiftKey 1 4 94 187 297 203
LShiftKey I 2 -8 187 62 78 -109
I Space -3 4 62 93 187 125
Space W 3 2 93 78 62 -31
W A -1 1 78 109 172 94
A N -1 -5 109 62 281 172
N T 2 1 62 94 171 109
T Space -3 1 94 141 0 -94
Space T 3 -1 141 125 250 109
T O 0 -4 125 78 109 -16
O Space -3 5 78 62 250 172
Space D 2 1 62 124 2730 2668
D O 1 -6 124 78 109 -15
O Space -3 5 78 62 203 125
Space T 3 -1 62 109 265 203
T O 0 -4 109 78 156 47
O D -1 6 78 109 156 78
D A 0 2 109 124 203 94
A Y 1 -5 124 78 140 16
Y LShiftKey -2 6 78 796 546 468
LShiftKey OemQuestion 0 -10 796 93 359 -437
OemQuestion Space -1 6 93 94 655 562
Space Back 4 -9 94 94 1045 951
Back LShiftKey -3 13 94 390 297 203
LShiftKey Oem7 1 -11 390 62 234 -156
Oem7 Space -2 7 62 62 343 281
Space LShiftKey 1 4 62 405 671 609
LShiftKey A 1 -1 405 78 265 -140
A N -1 -5 78 109 265 187
N D 1 3 109 78 187 78
D Space -2 -1 78 63 343 265
Space W 3 2 63 93 1280 1217
W H -1 -4 93 93 109 16
H E 1 3 93 125 156 63
E N -2 -3 125 93 156 31
N E 2 3 93 78 125 32
E V -2 -1 78 78 202 124
V E 2 1 78 94 250 172
