D9 D5 0 4 62 78 421 359
D5 D8 0 -3 78 47 468 390
D8 D7 0 1 47 62 172 125
D7 LShiftKey -3 7 62 62 12823 12761
LShiftKey I 2 -8 62 78 0 -62
I Space -3 4 78 62 187 109
Space W 3 2 62 78 437 375
W A -1 1 78 109 203 125
A S 0 -1 109 94 202 93
S Space -2 -2 94 78 203 109
Space L 2 -5 78 78 390 312
L U 1 2 78 78 203 125
U C -2 4 78 78 296 218
C K 1 -5 78 78 328 250
K Y 1 2 78 78 250 172
Y Space -3 2 78 63 249 171
Space OemMinus 4 -7 63 63 655 592
OemMinus Space -4 7 63 78 203 140
Space I 3 -4 78 63 187 109
I Space -3 4 63 62 172 109
Space F 2 0 62 78 156 94
F O 1 -5 78 78 109 31
O U 0 2 78 62 219 141
U N -2 1 62 62 187 125
N D 1 3 62 78 187 125
D Space -2 -1 78 78 156 78
Space W 3 2 78 63 733 655
W H -1 -4 63 47 125 62
H A 0 5 47 63 187 140
A T 1 -4 63 78 109 46
T Space -3 1 78 78 983 905
Space U 3 -3 78 62 219 141
U Back 1 -6 62 63 514 452
Back I -1 5 63 94 281 218
I Space -3 4 94 78 219 125
Space L 2 -5 78 62 187 109
L O 1 0 62 78 171 109
O V -2 5 78 93 188 110
V E 2 1 93 187 234 141
E D -1 0 187 141 124 -63
D Space -2 -1 141 78 234 93
Space T 3 -1 78 93 609 531
T O 0 -4 93 78 78 -15
O Space -3 5 78 62 187 109
Space D 2 1 62 94 374 312
D O 1 -6 94 63 125 31
O Space -3 5 63 78 187 124
Space E 3 1 78 62 110 32
E A -1 2 62 46 234 172
A R 1 -3 46 62 234 188
R L -1 -5 62 78 78 16
L Y 1 3 78 78 218 140
Y Space -3 2 78 62 203 125
Space I 3 -4 62 63 561 499
I N -2 2 63 78 156 93
N Space -1 2 78 78 156 78
Space L 2 -5 78 78 203 125
L I 1 1 78 78 187 109
I F -1 4 78 78 172 94
F E 1 1 78 109 234 156
E OemPeriod -2 -6 109 78 265 156
OemPeriod Space -1 5 78 94 593 515
Space W 3 2 94 78 421 327
W O 0 -7 78 78 141 63
O Z -2 8 78 109 452 374
Z Space -1 -3 109 62 203 94
Space A 2 3 62 109 172 110
A N -1 -5 109 78 171 62
N D 1 3 78 93 172 94
D Space -2 -1 93 46 125 32
Space I 3 -4 46 78 171 125
I Space -3 4 78 78 172 94
Space S 2 2 78 78 171 93
S T 1 -3 78 62 141 63
T A -1 4 62 62 125 63
A R 1 -3 62 78 78 16
R T 0 -1 78 78 171 93
T E 0 2 78 124 141 63
E D -1 0 124 140 62 -62
D Space -2 -1 140 78 156 16
Space T 3 -1 78 156 234 156
T Back 1 -8 156 62 905 749
Back A -2 12 62 78 499 437
A P 1 -9 78 62 312 234
P P 0 0 62 78 125 63
P L -1 1 78 78 156 78
L E 1 6 78 78 171 93
E Space -3 -1 78 93 141 63
Space I 3 -4 93 63 483 390
I N -2 2 63 31 188 125
N Space -1 2 31 62 140 109
Space M 1 -3 62 78 671 609
M Y 2 1 78 62 265 187
Y Space -3 2 62 78 265 203
Space P 3 -6 78 47 1732 1654
P A -1 9 47 78 156 109
A R 1 -3 78 94 249 171
R E 0 1 94 93 188 94
