D9 D3 0 6 78 94 124 46
D3 D8 0 -5 94 62 344 250
D8 D8 0 0 62 94 124 62
D8 Return -2 -4 94 62 1077 983
Return LShiftKey -1 12 62 78 53102 53040
LShiftKey M 0 -7 78 78 47 -31
M Y 2 1 78 94 156 78
Y Space -3 2 94 94 156 62
Space S 2 2 94 93 640 546
S E 1 -1 93 78 187 94
E C -2 0 78 78 218 140
C I 2 -5 78 78 141 63
I N -2 2 78 47 93 15
N Back 3 -7 47 31 1124 1077
Back Back 0 0 31 47 109 78
Back O -1 4 47 78 234 187
O N -2 3 78 94 171 93
N D 1 3 94 78 125 31
D Space -2 -1 78 78 156 78
Space S 2 2 78 94 421 343
S T 1 -3 94 78 359 265
T O 0 -4 78 94 187 109
O R 0 5 94 78 156 62
R Y 0 -2 78 63 156 78
Y Space -3 2 63 125 125 62
Space I 3 -4 125 78 156 31
I S -1 6 78 78 47 -31
S Space -2 -2 78 94 140 62
Space A 2 3 94 62 110 16
A B -1 -4 62 62 156 94
B O 2 -4 62 156 156 94
O U 0 2 156 94 124 -32
U T 0 2 94 78 141 47
T Space -3 1 78 63 171 93
Space L 2 -5 63 125 1389 1326
L O 1 0 125 62 109 -16
O V -2 5 62 63 265 203
V E 2 1 63 78 78 15
E Space -3 -1 78 94 109 31
Space A 2 3 94 78 172 78
A N -1 -5 78 47 156 78
N D 1 3 47 63 109 62
D Space -2 -1 63 62 125 62
Space L 2 -5 62 125 281 219
L O 1 0 125 110 93 -32
O S -1 7 110 63 156 46
S S 0 0 63 78 141 78
S OemPeriod -1 -7 78 47 156 78
OemPeriod Return 1 -3 47 94 187 140
Return Return 0 0 94 63 218 124
Return Back 2 -1 63 109 593 530
Back LShiftKey -3 13 109 219 811 702
LShiftKey I 2 -8 219 62 188 -31
I Space -3 4 62 109 109 47
Space W 3 2 109 63 93 -16
W A -1 1 63 94 156 93
A S 0 -1 94 62 188 94
S Space -2 -2 62 109 78 16
Space L 2 -5 109 141 124 15
L O 1 0 141 93 110 -31
O Back 1 -4 93 78 343 250
Back U -1 6 78 63 249 171
U C -2 4 63 78 110 47
C K 1 -5 78 62 140 62
K Y 1 2 62 78 218 156
Y Space -3 2 78 93 188 110
Space OemMinus 4 -7 93 46 1326 1233
OemMinus Space -4 7 46 78 140 94
Space I 3 -4 78 78 265 187
I Space -3 4 78 93 141 63
Space F 2 0 93 78 296 203
F O 1 -5 78 124 94 16
O U 0 2 124 94 93 -31
U N -2 1 94 62 203 109
N D 1 3 62 78 187 125
D Space -2 -1 78 78 250 172
Space Left 0 -7 78 47 1123 1045
Left Left 0 0 47 63 140 93
Left Left 0 0 63 47 141 78
Left Left 0 0 47 31 140 93
Left Left 0 0 31 47 109 78
Left Left 0 0 47 62 110 63
Left Left 0 0 62 31 499 437
Left Back 4 -2 31 78 281 250
Back LShiftKey -3 13 78 249 109 31
LShiftKey I 2 -8 249 78 140 -109
I Right -3 -5 78 234 531 453
Right Right 0 0 234 671 639 405
Right Right 0 0 671 63 889 218
Right Right 0 0 63 47 172 109
Right W 3 11 47 63 4945 4898
W H -1 -4 63 62 94 31
H A 0 5 62 78 109 47
A T 1 -4 78 63 109 31
T Space -3 1 63 109 624 561
Space I 3 -4 109 62 328 219
I Space -3 4 62 109 109 47
Space L 2 -5 109 156 156 47
L O 1 0 156 63 140 -16
O V -2 5 63 110 156 93
V E 2 1 110 110 78 -32
E Space -3 -1 110 94 156 46
Space T 3 -1 94 63 156 62
T O 0 -4 63 78 78 15
O Space -3 5 78 94 125 47
Space D 2 1 94 78 187 93
D O 1 -6 78 78 94 16
O Space -3 5 78 94 140 62
Space E 3 1 94 78 297 203
E A -1 2 78 94 171 93
A R 1 -3 94 78 250 156
R L -1 -5 78 94 374 296
L Y 1 3 94 78 219 125
Y Space -3 2 78 125 140 62
Space I 3 -4 125 125 109 -16
I N -2 2 125 94 94 -31
N Space -1 2 94 31 187 93
Space L 2 -5 31 188 187 156
L I 1 1 188 78 156 -32
I U 0 1 78 62 16 -62
U F -1 3 62 110 218 156
F E 1 1 110 125 63 -47
E Left -3 -8 125 62 1560 1435
Left Back 4 -2 62 124 437 375
Back Back 0 0 124 78 265 141
Back F -2 9 78 109 920 842
F Right -2 -9 109 94 1045 936
Right Right 0 0 94 47 203 109
Right OemPeriod 1 4 47 78 640 593
OemPeriod Left -1 -2 78 1310 1529 1451
Left Left 0 0 1310 47 1497 187
Left Back 4 -2 47 63 858 811
Back LShiftKey -3 13 63 452 141 78
LShiftKey I 2 -8 452 109 234 -218
I Back 1 -5 109 110 748 639
Back Space -4 9 110 110 156 46
Space Right 0 -9 110 109 406 296
Right Back 4 0 109 125 359 250
Back LShiftKey -3 13 125 671 171 46
LShiftKey I 2 -8 671 78 531 -140
I Space -3 4 78 78 4914 4836
Space LShiftKey 1 4 78 390 546 468
LShiftKey W 2 -2 390 125 327 -63
W O 0 -7 125 78 156 31
O Z -2 8 78 62 219 141
Z Space -1 -3 62 93 125 63
Space A 2 3 93 109 187 94
A N -1 -5 109 78 140 31
N D 1 3 78 46 141 63
D Space -2 -1 46 94 1154 1108
Space I 3 -4 94 93 203 109
I Back 1 -5 93 109 390 297
Back LShiftKey -3 13 109 265 234 125
LShiftKey I 2 -8 265 78 125 -140
I Space -3 4 78 125 124 46
Space S 2 2 125 109 141 16
S T 1 -3 109 78 125 16
T A -1 4 78 78 93 15
A R 1 -3 78 62 94 16
R T 0 -1 62 78 140 78
T E 0 2 78 78 109 31
E D -1 0 78 93 188 110
D Space -2 -1 93 94 249 156
Space LShiftKey 1 4 94 202 141 47
LShiftKey A 1 -1 202 125 171 -31
A P 1 -9 125 78 203 78
P P 0 0 78 47 140 62
P L -1 1 47 62 141 94
L E 1 6 62 78 125 63
E Space -3 -1 78 63 280 202
Space I 3 -4 63 141 780 717
I N -2 2 141 109 94 -47
N Space -1 2 109 171 125 16
Space M 1 -3 171 93 156 -15
M Y 2 1 93 62 203 110
Y Space -3 2 62 110 124 62
Space LShiftKey 1 4 110 406 125 15
LShiftKey P 2 -10 406 78 609 203
P A -1 9 78 109 296 218
A R 1 -3 109 125 265 156
R E 0 1 125 109 94 -31
E N -2 -3 109 62 187 78
N T 2 1 62 78 78 16
T S -1 3 78 78 624 546
S Oem7 0 -9 78 47 374 296
Oem7 Space -2 7 47 78 297 250
Space LShiftKey 1 4 78 343 218 140
LShiftKey G 1 -5 343 94 265 -78
G A 0 4 94 94 125 31
A R 1 -3 94 47 187 93
R A -1 3 47 93 63 16
A F 0 -3 93 78 312 219
F Oemplus 2 -8 78 141 483 405
Oemplus Back 0 -1 141 62 578 437
Back Back 0 0 62 78 124 62
Back G -2 8 78 109 110 32
G E 1 2 109 125 62 -47
E Back 1 -10 125 63 1123 998
Back Back 0 0 63 63 156 93
Back Back 0 0 63 62 141 78
Back Back 0 0 62 62 140 78
Back Back 0 0 62 63 140 78
Back Back 0 0 63 62 141 78
Back H -2 7 62 78 593 531
H Back 2 -7 78 109 483 405
Back G -2 8 109 78 343 234
G A 0 4 78 62 94 16
A R 1 -3 62 63 109 47
R A -1 3 63 63 78 15
A G 0 -4 63 78 609 546
G E 1 2 78 78 109 31
E Space -3 -1 78 94 2839 2761
Space W 3 2 94 93 437 343
W H -1 -4 93 62 109 16
H E 1 3 62 62 125 63
E N -2 -3 62 62 109 47
N Space -1 2 62 109 125 63
Space LShiftKey 1 4 109 187 234 125
LShiftKey I 2 -8 187 78 93 -94
I Space -3 4 78 124 110 32
Space W 3 2 124 62 140 16
W A -1 1 62 78 140 78
A S 0 -1 78 62 172 94
S Space -2 -2 62 94 78 16
Space D2 4 2 94 63 296 202
D2 D0 0 -8 63 78 156 93
D0 OemPeriod -3 1 78 62 344 266
OemPeriod Space -1 5 62 62 296 234
Space LShiftKey 1 4 62 312 1545 1483
LShiftKey W 2 -2 312 125 265 -47
W E 0 -1 125 110 249 124
E Space -3 -1 110 93 297 187
Space W 3 2 93 63 249 156
W O 0 -7 63 78 734 671
O K -1 1 78 63 280 202
K R 1 4 63 78 188 125
R E 0 1 78 63 171 93
E D -1 0 63 140 125 62
D Space -2 -1 140 109 125 -15
Space H 2 -2 109 93 203 94
H A 0 5 93 78 78 -15
A R 1 -3 78 78 218 140
R D -1 1 78 78 187 109
D Oemcomma -1 -5 78 62 219 141
Oemcomma Left -1 -3 62 47 1528 1466
Left Left 0 0 47 63 125 78
Left Left 0 0 63 63 156 93
Left Left 0 0 63 62 125 62
Left Left 0 0 62 63 109 47
Left Left 0 0 63 62 125 62
Left Left 0 0 62 47 125 63
Left Left 0 0 47 47 140 93
Left Back 4 -2 47 94 312 265
Back Left -4 2 94 156 375 281
