D9 D6 0 3 0 78 31 31
D6 D5 0 1 78 78 203 125
D5 D7 0 -2 78 78 62 -16
D7 Return -2 -5 78 78 1123 1045
Return LShiftKey -1 12 78 78 35974 35896
LShiftKey S 1 -2 78 125 0 -78
S T 1 -3 125 15 172 47
T T 0 0 15 78 93 78
T Back 1 -8 78 78 1357 1279
Back E -1 10 78 140 328 250
E E 0 0 140 94 265 125
E Back 1 -10 94 47 655 561
Back Back 0 0 47 78 156 109
Back V -3 9 78 78 94 16
V E 2 1 78 32 62 -16
E Back 1 -10 32 32 780 748
Back Back 0 0 32 78 141 109
Back E -1 10 78 93 234 156
E V -2 -1 93 109 140 47
V E 2 1 109 94 47 -62
E Space -3 -1 94 78 1186 1092
Space LShiftKey 1 4 78 359 62 -16
LShiftKey J 1 -7 359 94 296 -63
J O 1 -2 94 47 219 125
O B -2 4 47 109 515 468
B S 1 3 109 109 93 -16
S Oem7 0 -9 109 62 609 500
Oem7 Space -2 7 62 94 1466 1404
Space C 1 1 94 94 62 -32
C O 2 -6 94 78 765 671
O M -2 2 78 32 171 93
M M 0 0 32 78 125 93
M E 2 4 78 93 63 -15
E N -2 -3 93 93 3822 3729
N C 0 3 93 93 78 -15
C E 2 0 93 94 249 156
E M -2 -4 94 78 421 327
M E 2 4 78 62 63 -15
E N -2 -3 62 94 873 811
N T 2 1 94 78 78 -16
T Space -3 1 78 187 110 32
Space S 2 2 187 62 296 109
S P 1 -8 62 78 749 687
P P 0 0 78 62 156 78
P E 0 7 62 63 62 0
E Back 1 -10 63 94 437 374
Back Back 0 0 94 78 359 265
Back E -1 10 78 63 140 62
E E 0 0 63 78 156 93
E C -2 0 78 109 203 125
C H 1 -3 109 78 125 16
H Space -2 2 78 109 468 390
Space A 2 3 109 47 78 -31
A T 1 -4 47 78 203 156
T Space -3 1 78 110 124 46
Space LShiftKey 1 4 110 188 156 46
LShiftKey S 1 -2 188 109 94 -94
S A 0 1 109 32 218 109
A Back 2 -12 32 94 328 296
Back T -1 8 94 94 62 -32
T A -1 4 94 93 63 -31
A N -1 -5 93 109 265 172
N D 1 3 109 94 156 47
D Back 2 -10 94 109 733 639
Back F -2 9 109 78 281 172
F O 1 -5 78 63 109 31
O R 0 5 63 109 359 296
R D -1 1 109 78 312 203
D Space -2 -1 78 141 218 140
Space LShiftKey 1 4 141 141 78 -63
LShiftKey U 2 -7 141 78 125 -16
U N -2 1 78 109 141 63
N O 2 -3 109 47 171 62
O I 0 1 47 47 16 -31
I V -2 4 47 125 78 31
V E 2 1 125 140 187 62
